,n_track,set_section,artist,track,set_name,song_id,album,duration,tempo,energy,danceability,valence,key,time_signature,acousticness,instruentalness,mode
0,1,4,Makoto,Magic Hour,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",7ul297SjmLI6D4xN4xiZzG,Souled Out,2.315716666666667,139.999,0.592,0.628,0.325,9,4,0.0241,0.956,0
2,3,4,Rustie,Ultra Thizz,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2WzpnFQQv98FgOYRlHuU6S,Glass Swords,3.99355,189.709,0.895,0.36,0.321,0,5,0.153,0.608,1
3,3,4,Rustie,Ultra Thizz,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2WzpnFQQv98FgOYRlHuU6S,Glass Swords,3.99355,189.709,0.895,0.36,0.321,0,5,0.153,0.608,1
4,4,4,Mosca,Done Me Wrong,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2Zgd4CU4Gjd0Fbu4darACt,Done Me Wrong / Bax,5.499316666666667,128.033,0.861,0.803,0.479,5,4,0.00156,0.589,0
5,4,4,Mosca,Done Me Wrong,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2Zgd4CU4Gjd0Fbu4darACt,Done Me Wrong / Bax,5.499316666666667,128.033,0.861,0.803,0.479,5,4,0.00156,0.589,0
6,5,4,Kuedo,Ascension Phase,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1J6lT1Z8xt31I0u0fL2aaq,Severant,2.836,35.263,0.851,0.429,0.326,1,4,0.000351,0.428,0
7,5,4,Kuedo,Ascension Phase,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1J6lT1Z8xt31I0u0fL2aaq,Severant,2.836,35.263,0.851,0.429,0.326,1,4,0.000351,0.428,0
8,6,4,Kendrick Lamar,A.D.H.D.,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2Fw5S2gaOSZzdN5dFoC2dj,Section.80,3.591816666666667,157.74,0.799,0.609,0.582,9,4,0.33,0,1
9,6,4,Kendrick Lamar,A.D.H.D.,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2Fw5S2gaOSZzdN5dFoC2dj,Section.80,3.591816666666667,157.74,0.799,0.609,0.582,9,4,0.33,0,1
10,7,4,Fybe:one,So What,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",4IiahAUr1zyhN4kworGJNB,Harp,2.7742166666666668,121.676,0.356,0.709,0.278,0,1,0.422,0.00226,1
11,7,4,Fybe:one,So What,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",4IiahAUr1zyhN4kworGJNB,Harp,2.7742166666666668,121.676,0.356,0.709,0.278,0,1,0.422,0.00226,1
13,9,4,Cosmin TRG,Amor Y Otros,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",5c6Dc8mlqs39Fjkvhh6E6Y,Simulat,5.538666666666667,125.003,0.706,0.571,0.0597,0,4,0.00264,0.841,1
14,9,4,Cosmin TRG,Amor Y Otros,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",5c6Dc8mlqs39Fjkvhh6E6Y,Simulat,5.538666666666667,125.003,0.706,0.571,0.0597,0,4,0.00264,0.841,1
15,10,4,Silkie,Get Up & Dance,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",20O48JTG6O46tPAuZbliRA,Up 2 Më,2.62965,139.902,0.58,0.66,0.115,10,4,0.0372,0,0
16,10,4,Silkie,Get Up & Dance,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",20O48JTG6O46tPAuZbliRA,Up 2 Më,2.62965,139.902,0.58,0.66,0.115,10,4,0.0372,0,0
18,12,4,Pangaea,Fatalist,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",3xhw7AQmnWmsoYg8mluLWe,Hex / Fatalist,4.405733333333333,132.023,0.764,0.53,0.0622,11,4,0.00398,0.79,0
19,12,4,Pangaea,Fatalist,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",3xhw7AQmnWmsoYg8mluLWe,Hex / Fatalist,4.405733333333333,132.023,0.764,0.53,0.0622,11,4,0.00398,0.79,0
20,13,4,Four Tet,Locked,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1vBxzMZGCneeEemHVMw6Q3,Pink,8.4923,133.193,0.745,0.783,0.888,4,4,0.00237,0.17,0
21,13,4,Four Tet,Locked,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1vBxzMZGCneeEemHVMw6Q3,Pink,8.4923,133.193,0.745,0.783,0.888,4,4,0.00237,0.17,0
23,2,4,Pangaea,Hex,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",10VZ7I7O9NYACpBDyJgow3,Hex / Fatalist,5.38735,83.759,0.744,0.625,0.576,1,5,0.0115,0.224,1
24,2,4,Pangaea,Hex,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",10VZ7I7O9NYACpBDyJgow3,Hex / Fatalist,5.38735,83.759,0.744,0.625,0.576,1,5,0.0115,0.224,1
25,3,4,Mosca,Orange Jack,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",3RW7MJIzisaxr1pt2QYuJq,Dom Perignon EP,5.8782,124.97,0.661,0.798,0.087,11,4,0.00124,0.144,0
26,3,4,Mosca,Orange Jack,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",3RW7MJIzisaxr1pt2QYuJq,Dom Perignon EP,5.8782,124.97,0.661,0.798,0.087,11,4,0.00124,0.144,0
27,4,4,Jon Convex,Zero,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",30wG3yWTqD9FJBReQTG9Jq,Lied to Be Loved,4.500783333333334,128.007,0.675,0.805,0.673,11,4,0.000253,0.893,0
28,4,4,Jon Convex,Zero,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",30wG3yWTqD9FJBReQTG9Jq,Lied to Be Loved,4.500783333333334,128.007,0.675,0.805,0.673,11,4,0.000253,0.893,0
29,5,4,Brooks Mosher,Intermetro,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",14CkxzeBLjd1q6oASgiCHP,Mass Transit EP,5.985266666666667,125.708,0.985,0.796,0.157,1,4,2.64e-05,0.893,0
30,5,4,Brooks Mosher,Intermetro,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",14CkxzeBLjd1q6oASgiCHP,Mass Transit EP,5.985266666666667,125.708,0.985,0.796,0.157,1,4,2.64e-05,0.893,0
31,6,4,Martyn,Popgun,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",3MwuwWkxWyuishJUbFynoP,Ghost People,5.6383833333333335,127.008,0.978,0.634,0.53,11,4,0.00219,0.876,0
32,6,4,Martyn,Popgun,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",3MwuwWkxWyuishJUbFynoP,Ghost People,5.6383833333333335,127.008,0.978,0.634,0.53,11,4,0.00219,0.876,0
33,7,4,George Fitzgerald,Feel Like,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2eDVCHZKmPZt4WGyNoZIB9,Update,5.662933333333333,125.999,0.682,0.825,0.544,5,4,0.00659,0.273,0
34,7,4,George Fitzgerald,Feel Like,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2eDVCHZKmPZt4WGyNoZIB9,Update,5.662933333333333,125.999,0.682,0.825,0.544,5,4,0.00659,0.273,0
37,10,4,VHS Head,Jager,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",3tozpLl0aGHWMipj02Q7KU,Midnight Section,4.29565,115.028,0.791,0.383,0.705,10,4,0.359,0.00151,0
38,10,4,VHS Head,Jager,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",3tozpLl0aGHWMipj02Q7KU,Midnight Section,4.29565,115.028,0.791,0.383,0.705,10,4,0.359,0.00151,0
39,11,4,Ghosts On Tape,Video Void,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2ZCk7QnHkztZXVIHFGBR8V,Surreal Estate: Compiled & Mixed by Ana Sia,6.242,128.983,0.701,0.631,0.203,6,4,0.000276,0.925,1
40,11,4,Ghosts On Tape,Video Void,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2ZCk7QnHkztZXVIHFGBR8V,Surreal Estate: Compiled & Mixed by Ana Sia,6.242,128.983,0.701,0.631,0.203,6,4,0.000276,0.925,1
43,14,4,Royce Wood Junior,Ophelia,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",6alLMP3Cs5e1htVElLEgpE,The Ashen Tang (Deluxe Version),3.769416666666667,67.114,0.55,0.196,0.259,9,4,0.818,0.00246,1
44,14,4,Royce Wood Junior,Ophelia,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",6alLMP3Cs5e1htVElLEgpE,The Ashen Tang (Deluxe Version),3.769416666666667,67.114,0.55,0.196,0.259,9,4,0.818,0.00246,1
46,16,4,Elephant & Castle,I Will,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2pZwmMdSwVBJ2X2mXz8npi,Absolve Me,2.3001666666666667,114.88,0.257,0.548,0.317,2,3,0.669,0.798,1
47,16,4,Elephant & Castle,I Will,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2pZwmMdSwVBJ2X2mXz8npi,Absolve Me,2.3001666666666667,114.88,0.257,0.548,0.317,2,3,0.669,0.798,1
48,16,4,Elephant & Castle,I Will,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1bk4EmP7CbyokEBMelPwNy,Transitions,4.333333333333333,100.325,0.536,0.227,0.0373,0,5,0.0147,0.124,1
49,1,4,DJRUM,Watermark,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1qyn05p64r1CRkq43bDN46,Watermark,9.1111,135.002,0.744,0.52,0.0374,11,4,0.499,0.837,0
50,1,4,DJRUM,Watermark,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1qyn05p64r1CRkq43bDN46,Watermark,9.1111,135.002,0.744,0.52,0.0374,11,4,0.499,0.837,0
51,1,4,DJRUM,Watermark,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1qyn05p64r1CRkq43bDN46,Watermark,9.1111,135.002,0.744,0.52,0.0374,11,4,0.499,0.837,0
52,1,4,DJRUM,Watermark,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1qyn05p64r1CRkq43bDN46,Watermark,9.1111,135.002,0.744,0.52,0.0374,11,4,0.499,0.837,0
53,2,4,DJRUM,Undercoat,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",55ZCb9HEcCIWAwU1u4rWZm,Mountains,7.871733333333333,139.969,0.584,0.516,0.141,0,4,0.377,0.507,1
54,2,4,DJRUM,Undercoat,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",55ZCb9HEcCIWAwU1u4rWZm,Mountains,7.871733333333333,139.969,0.584,0.516,0.141,0,4,0.377,0.507,1
55,3,4,Richter,Shadow Journal,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",4cXFtk0n7aPjiypuF1HFaA,The Blue Notebooks (15 Years),8.3831,143.206,0.103,0.26,0.036,7,4,0.924,0.744,0
56,3,4,Richter,Shadow Journal,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",4cXFtk0n7aPjiypuF1HFaA,The Blue Notebooks (15 Years),8.3831,143.206,0.103,0.26,0.036,7,4,0.924,0.744,0
57,4,4,Pinch,Cave Dream,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",5YU5yUoKOON24vkvyEqy6W,Pepper Spray,4.724666666666667,137.953,0.229,0.662,0.0627,0,4,0.085,0.481,1
58,4,4,Pinch,Cave Dream,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",5YU5yUoKOON24vkvyEqy6W,Pepper Spray,4.724666666666667,137.953,0.229,0.662,0.0627,0,4,0.085,0.481,1
60,6,4,Andy Stott,Blocked,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",6bVqPX0TDKOMRN6RtuQ2ym,Merciless,3.264666666666667,137.006,0.495,0.673,0.151,8,4,0.153,0.786,1
61,6,4,Andy Stott,Blocked,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",6bVqPX0TDKOMRN6RtuQ2ym,Merciless,3.264666666666667,137.006,0.495,0.673,0.151,8,4,0.153,0.786,1
62,7,4,Juggaknots,Epiphany,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",5bhkPGdgAxxwDjH6YIcNWe,Re:Release,4.066983333333333,85.251,0.91,0.62,0.81,0,4,0.0296,0,1
63,7,4,Juggaknots,Epiphany,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",5bhkPGdgAxxwDjH6YIcNWe,Re:Release,4.066983333333333,85.251,0.91,0.62,0.81,0,4,0.0296,0,1
64,8,4,Masta Ace,Slaughta,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",3CAwF3T9ua9cV5U9UerB1E,SlaughtaHouse,4.844,87.924,0.693,0.649,0.735,2,4,0.0433,0,1
65,8,4,Masta Ace,Slaughta,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",3CAwF3T9ua9cV5U9UerB1E,SlaughtaHouse,4.844,87.924,0.693,0.649,0.735,2,4,0.0433,0,1
67,10,4,DJRUM,Watermark,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1qyn05p64r1CRkq43bDN46,Watermark,9.1111,135.002,0.744,0.52,0.0374,11,4,0.499,0.837,0
68,10,4,DJRUM,Watermark,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1qyn05p64r1CRkq43bDN46,Watermark,9.1111,135.002,0.744,0.52,0.0374,11,4,0.499,0.837,0
69,10,4,DJRUM,Watermark,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1qyn05p64r1CRkq43bDN46,Watermark,9.1111,135.002,0.744,0.52,0.0374,11,4,0.499,0.837,0
70,10,4,DJRUM,Watermark,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1qyn05p64r1CRkq43bDN46,Watermark,9.1111,135.002,0.744,0.52,0.0374,11,4,0.499,0.837,0
73,2,4,Samoyed,Malamute,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2MxrN91GjJxM4Zve6mCPlZ,Spit EP,4.127966666666667,96.925,0.547,0.468,0.0369,8,4,0.621,0.311,1
74,2,4,Samoyed,Malamute,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2MxrN91GjJxM4Zve6mCPlZ,Spit EP,4.127966666666667,96.925,0.547,0.468,0.0369,8,4,0.621,0.311,1
75,3,4,ARP 101,U,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",5w85s4HfMvO99pV4zgEwvX,U/Groove,5.8501,134.899,0.569,0.79,0.562,1,4,0.0324,0.646,1
76,3,4,ARP 101,U,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",5w85s4HfMvO99pV4zgEwvX,U/Groove,5.8501,134.899,0.569,0.79,0.562,1,4,0.0324,0.646,1
77,4,4,Free The Robots,Prototype B,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",6a37HGYrSMgnNTeWkj7SCd,The Mind's Eye,2.7604333333333333,159.75,0.524,0.344,0.0561,0,4,0.0157,0.906,1
78,4,4,Free The Robots,Prototype B,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",6a37HGYrSMgnNTeWkj7SCd,The Mind's Eye,2.7604333333333333,159.75,0.524,0.344,0.0561,0,4,0.0157,0.906,1
79,5,4,Tha Pope,When You,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",6xwFI0m0ODEXPJW3wnXH3M,Bangs & Works Vol. 2 (The Best of Chicago Footwork),1.8704333333333334,125.859,0.547,0.482,0.207,11,3,0.00548,0.00436,0
80,5,4,Tha Pope,When You,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",6xwFI0m0ODEXPJW3wnXH3M,Bangs & Works Vol. 2 (The Best of Chicago Footwork),1.8704333333333334,125.859,0.547,0.482,0.207,11,3,0.00548,0.00436,0
81,6,4,Gerry Read,Roomland,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",0Z1XeWuJclCJDo9UutcK6b,Roomland,7.1181,127.006,0.734,0.783,0.184,6,4,0.0396,0.319,0
82,6,4,Gerry Read,Roomland,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",0Z1XeWuJclCJDo9UutcK6b,Roomland,7.1181,127.006,0.734,0.783,0.184,6,4,0.0396,0.319,0
84,1,4,Makoto,Magic Hour,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",7ul297SjmLI6D4xN4xiZzG,Souled Out,2.315716666666667,139.999,0.592,0.628,0.325,9,4,0.0241,0.956,0
86,3,4,Rustie,Ultra Thizz,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2WzpnFQQv98FgOYRlHuU6S,Glass Swords,3.99355,189.709,0.895,0.36,0.321,0,5,0.153,0.608,1
87,3,4,Rustie,Ultra Thizz,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2WzpnFQQv98FgOYRlHuU6S,Glass Swords,3.99355,189.709,0.895,0.36,0.321,0,5,0.153,0.608,1
88,4,4,Mosca,Done Me Wrong,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2Zgd4CU4Gjd0Fbu4darACt,Done Me Wrong / Bax,5.499316666666667,128.033,0.861,0.803,0.479,5,4,0.00156,0.589,0
89,4,4,Mosca,Done Me Wrong,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2Zgd4CU4Gjd0Fbu4darACt,Done Me Wrong / Bax,5.499316666666667,128.033,0.861,0.803,0.479,5,4,0.00156,0.589,0
90,5,4,Kuedo,Ascension Phase,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1J6lT1Z8xt31I0u0fL2aaq,Severant,2.836,35.263,0.851,0.429,0.326,1,4,0.000351,0.428,0
91,5,4,Kuedo,Ascension Phase,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1J6lT1Z8xt31I0u0fL2aaq,Severant,2.836,35.263,0.851,0.429,0.326,1,4,0.000351,0.428,0
92,6,4,Kendrick Lamar,A.D.H.D.,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2Fw5S2gaOSZzdN5dFoC2dj,Section.80,3.591816666666667,157.74,0.799,0.609,0.582,9,4,0.33,0,1
93,6,4,Kendrick Lamar,A.D.H.D.,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2Fw5S2gaOSZzdN5dFoC2dj,Section.80,3.591816666666667,157.74,0.799,0.609,0.582,9,4,0.33,0,1
94,7,4,Fybe:one,So What,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",4IiahAUr1zyhN4kworGJNB,Harp,2.7742166666666668,121.676,0.356,0.709,0.278,0,1,0.422,0.00226,1
95,7,4,Fybe:one,So What,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",4IiahAUr1zyhN4kworGJNB,Harp,2.7742166666666668,121.676,0.356,0.709,0.278,0,1,0.422,0.00226,1
97,9,4,Cosmin TRG,Amor Y Otros,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",5c6Dc8mlqs39Fjkvhh6E6Y,Simulat,5.538666666666667,125.003,0.706,0.571,0.0597,0,4,0.00264,0.841,1
98,9,4,Cosmin TRG,Amor Y Otros,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",5c6Dc8mlqs39Fjkvhh6E6Y,Simulat,5.538666666666667,125.003,0.706,0.571,0.0597,0,4,0.00264,0.841,1
99,10,4,Silkie,Get Up & Dance,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",20O48JTG6O46tPAuZbliRA,Up 2 Më,2.62965,139.902,0.58,0.66,0.115,10,4,0.0372,0,0
100,10,4,Silkie,Get Up & Dance,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",20O48JTG6O46tPAuZbliRA,Up 2 Më,2.62965,139.902,0.58,0.66,0.115,10,4,0.0372,0,0
102,12,4,Pangaea,Fatalist,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",3xhw7AQmnWmsoYg8mluLWe,Hex / Fatalist,4.405733333333333,132.023,0.764,0.53,0.0622,11,4,0.00398,0.79,0
103,12,4,Pangaea,Fatalist,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",3xhw7AQmnWmsoYg8mluLWe,Hex / Fatalist,4.405733333333333,132.023,0.764,0.53,0.0622,11,4,0.00398,0.79,0
104,13,4,Four Tet,Locked,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1vBxzMZGCneeEemHVMw6Q3,Pink,8.4923,133.193,0.745,0.783,0.888,4,4,0.00237,0.17,0
105,13,4,Four Tet,Locked,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1vBxzMZGCneeEemHVMw6Q3,Pink,8.4923,133.193,0.745,0.783,0.888,4,4,0.00237,0.17,0
107,2,4,Pangaea,Hex,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",10VZ7I7O9NYACpBDyJgow3,Hex / Fatalist,5.38735,83.759,0.744,0.625,0.576,1,5,0.0115,0.224,1
108,2,4,Pangaea,Hex,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",10VZ7I7O9NYACpBDyJgow3,Hex / Fatalist,5.38735,83.759,0.744,0.625,0.576,1,5,0.0115,0.224,1
109,3,4,Mosca,Orange Jack,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",3RW7MJIzisaxr1pt2QYuJq,Dom Perignon EP,5.8782,124.97,0.661,0.798,0.087,11,4,0.00124,0.144,0
110,3,4,Mosca,Orange Jack,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",3RW7MJIzisaxr1pt2QYuJq,Dom Perignon EP,5.8782,124.97,0.661,0.798,0.087,11,4,0.00124,0.144,0
111,4,4,Jon Convex,Zero,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",30wG3yWTqD9FJBReQTG9Jq,Lied to Be Loved,4.500783333333334,128.007,0.675,0.805,0.673,11,4,0.000253,0.893,0
112,4,4,Jon Convex,Zero,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",30wG3yWTqD9FJBReQTG9Jq,Lied to Be Loved,4.500783333333334,128.007,0.675,0.805,0.673,11,4,0.000253,0.893,0
113,5,4,Brooks Mosher,Intermetro,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",14CkxzeBLjd1q6oASgiCHP,Mass Transit EP,5.985266666666667,125.708,0.985,0.796,0.157,1,4,2.64e-05,0.893,0
114,5,4,Brooks Mosher,Intermetro,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",14CkxzeBLjd1q6oASgiCHP,Mass Transit EP,5.985266666666667,125.708,0.985,0.796,0.157,1,4,2.64e-05,0.893,0
115,6,4,Martyn,Popgun,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",3MwuwWkxWyuishJUbFynoP,Ghost People,5.6383833333333335,127.008,0.978,0.634,0.53,11,4,0.00219,0.876,0
116,6,4,Martyn,Popgun,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",3MwuwWkxWyuishJUbFynoP,Ghost People,5.6383833333333335,127.008,0.978,0.634,0.53,11,4,0.00219,0.876,0
117,7,4,George Fitzgerald,Feel Like,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2eDVCHZKmPZt4WGyNoZIB9,Update,5.662933333333333,125.999,0.682,0.825,0.544,5,4,0.00659,0.273,0
118,7,4,George Fitzgerald,Feel Like,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2eDVCHZKmPZt4WGyNoZIB9,Update,5.662933333333333,125.999,0.682,0.825,0.544,5,4,0.00659,0.273,0
121,10,4,VHS Head,Jager,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",3tozpLl0aGHWMipj02Q7KU,Midnight Section,4.29565,115.028,0.791,0.383,0.705,10,4,0.359,0.00151,0
122,10,4,VHS Head,Jager,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",3tozpLl0aGHWMipj02Q7KU,Midnight Section,4.29565,115.028,0.791,0.383,0.705,10,4,0.359,0.00151,0
123,11,4,Ghosts On Tape,Video Void,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2ZCk7QnHkztZXVIHFGBR8V,Surreal Estate: Compiled & Mixed by Ana Sia,6.242,128.983,0.701,0.631,0.203,6,4,0.000276,0.925,1
124,11,4,Ghosts On Tape,Video Void,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2ZCk7QnHkztZXVIHFGBR8V,Surreal Estate: Compiled & Mixed by Ana Sia,6.242,128.983,0.701,0.631,0.203,6,4,0.000276,0.925,1
127,14,4,Royce Wood Junior,Ophelia,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",6alLMP3Cs5e1htVElLEgpE,The Ashen Tang (Deluxe Version),3.769416666666667,67.114,0.55,0.196,0.259,9,4,0.818,0.00246,1
128,14,4,Royce Wood Junior,Ophelia,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",6alLMP3Cs5e1htVElLEgpE,The Ashen Tang (Deluxe Version),3.769416666666667,67.114,0.55,0.196,0.259,9,4,0.818,0.00246,1
130,16,4,Elephant & Castle,I Will,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2pZwmMdSwVBJ2X2mXz8npi,Absolve Me,2.3001666666666667,114.88,0.257,0.548,0.317,2,3,0.669,0.798,1
131,16,4,Elephant & Castle,I Will,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2pZwmMdSwVBJ2X2mXz8npi,Absolve Me,2.3001666666666667,114.88,0.257,0.548,0.317,2,3,0.669,0.798,1
132,16,4,Elephant & Castle,I Will,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1bk4EmP7CbyokEBMelPwNy,Transitions,4.333333333333333,100.325,0.536,0.227,0.0373,0,5,0.0147,0.124,1
133,1,4,DJRUM,Watermark,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1qyn05p64r1CRkq43bDN46,Watermark,9.1111,135.002,0.744,0.52,0.0374,11,4,0.499,0.837,0
134,1,4,DJRUM,Watermark,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1qyn05p64r1CRkq43bDN46,Watermark,9.1111,135.002,0.744,0.52,0.0374,11,4,0.499,0.837,0
135,1,4,DJRUM,Watermark,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1qyn05p64r1CRkq43bDN46,Watermark,9.1111,135.002,0.744,0.52,0.0374,11,4,0.499,0.837,0
